ID,Account,Product,Period,Price
521,Hotsper,Devil Donut,1/23/2014,11.41
522,Caperlexe,Left-handed Scissors,4/23/2014,12.34
523,Countryboat,Bowling Ball,2/10/2014,9.08
524,HeraldEye,Krusty-Os,4/28/2014,8.94
525,Bizarrevces,Almond Milk,4/28/2014,11.06
526,BoaFairy,Almond Milk,2/26/2014,5.95
527,Laquield,Flower Bouquet,4/20/2014,11.58
528,ForlifeDream,Saxophone Reed,4/30/2014,7.68
529,Pistarynx,Krusty-Os,3/16/2014,7.61
530,Shualich,Krusty-Os,2/26/2014,5.49
531,Boardam,Left-handed Scissors,1/21/2014,10.99
532,NayborRun,Flower Bouquet,3/3/2014,6.35
533,Nioneenf,Barley,4/23/2014,3.49
534,Nanosill,Flower Bouquet,1/7/2014,12.96
535,FantasyXoxox,Bowling Ball,2/20/2014,3.81
536,ForlifeDream,Orange Punch,4/12/2014,11.4
537,Bizarrestan,Snow Plow,3/10/2014,6.95
538,Greygramid,Bowling Ball,2/15/2014,12.65
539,Bingovence,Buzz Cola,1/27/2014,6.09
540,Mundelise,Devil Donut,3/15/2014,5.68
541,Pinchrine,Almond Milk,2/23/2014,8.23
542,PrestigeGlossy,Devil Donut,3/9/2014,10.84
543,Slayerptig,Almond Milk,1/4/2014,10.43
544,Cordlets,Squishee,4/12/2014,9.13
545,AshKlugFluent,Devil Donut,1/17/2014,4.37
546,Dolockar,Buzz Cola,4/7/2014,4.61
547,Oneareratec,Barley,1/7/2014,5.94
548,Goldencero,Krusty-Os,4/28/2014,9.23
549,Quotelyco,Krusty-Os,4/29/2014,4.18
550,Rincent,Hot Dog,4/19/2014,7.34
551,Besteres,Hot Dog,4/3/2014,9.02
552,Mcomeduset,Devil Donut,3/19/2014,6.61
553,ManiakSaber,Almond Milk,3/14/2014,11.7
554,BleakKid,Pacifier,3/24/2014,10.05
555,Saleurip,Buzz Cola,3/9/2014,7.5
556,Parkettsto,Snow Plow,2/16/2014,6.89
557,RonzUber,Devil Donut,4/5/2014,8.37
558,Funkimagia,Orange Punch,4/14/2014,6.52
559,Infernoke,Left-handed Scissors,2/19/2014,9.41
560,Feistybera,Orange Punch,3/9/2014,3.64
561,Hansgen,Flower Bouquet,2/15/2014,6.2
562,PlaySnoop,Pacifier,4/4/2014,10.5
563,Actuallywo,Hot Dog,4/14/2014,6.03
564,Remedios,Almond Milk,4/19/2014,4.05
565,EdgyStunna,Bowling Ball,4/2/2014,6.88
566,Gamedirsil,Devil Donut,1/26/2014,8.23
567,Mubarnet,Squishee,1/25/2014,10.63
568,Intincrol,Snow Plow,2/17/2014,3.94
569,BurntFear,Pacifier,3/21/2014,5.1
570,Legendehic,Pacifier,1/24/2014,11.48
571,DoubleTen,Krusty-Os,3/26/2014,5.92
572,MamaNice,Slingshot,4/18/2014,9.88
573,NeoSing,Slingshot,4/6/2014,12.52
574,NozyGiga,Snow Plow,3/17/2014,11.31
575,Leradobs,Squishee,3/14/2014,5.6
576,LaxrWord,Krusty-Os,2/20/2014,9.64
577,Ollynden,Devil Donut,1/8/2014,9.18
578,Goldenbrae,Saxophone Reed,3/5/2014,7.7
579,EyesWaveWaka,Orange Punch,1/26/2014,7.09
580,Pyranka,Left-handed Scissors,1/8/2014,10.21
581,Bradeluxie,Devil Donut,1/24/2014,8.85
582,Bloggerer,Left-handed Scissors,4/8/2014,5
583,ChonePitcher,Hot Dog,2/9/2014,4.64
584,AttractiveSizzlin,Snow Plow,3/4/2014,10.31
585,Enlisher,Saxophone Reed,3/25/2014,4.26
586,Choicance,Hot Dog,1/5/2014,6.31
587,Hytermat,Krusty-Os,3/29/2014,10
588,BurntFear,Bowling Ball,4/30/2014,10.95
589,Bedsoft,Left-handed Scissors,1/16/2014,10.92
590,AnnouncerNephew,Hot Dog,2/16/2014,3.84
591,Angelstage,Krusty-Os,1/2/2014,10.82
592,Bizarrestan,Buzz Cola,4/29/2014,3.77
593,Logiclynn,Pacifier,1/23/2014,8.9
594,AutLess,Hot Dog,2/26/2014,4.25
595,GreyPlanet,Devil Donut,4/8/2014,10.54
596,Scarypticew,Orange Punch,4/7/2014,6.52
597,Daysseedia,Saxophone Reed,3/23/2014,10.31
598,Prelaym,Flower Bouquet,4/5/2014,11.49
599,Positiverc,Hot Dog,2/12/2014,7.11
600,Bryankpi,Bowling Ball,1/6/2014,6.16
601,Lettervest,Hot Dog,3/26/2014,3.69
602,Intincrol,Bowling Ball,1/31/2014,5.61
603,PeatearHiro,Snow Plow,3/29/2014,4.14
604,RatWitchHott,Saxophone Reed,3/9/2014,11.72
605,Grundyneti,Almond Milk,2/24/2014,8.41
606,Cochinger,Buzz Cola,4/15/2014,4.69
607,HanShort,Hot Dog,4/13/2014,6.72
608,BuffyArsenal,Orange Punch,4/28/2014,10.03
609,LordTinsTa,Almond Milk,3/25/2014,12.25
610,Mettertbe,Barley,4/19/2014,6.48
611,Octalogi,Pacifier,4/8/2014,3.35
612,NumeroTroik,Barley,1/10/2014,8.46
613,Enturis,Krusty-Os,3/30/2014,3.68
614,Communique,Squishee,1/30/2014,4.45
615,Conspiracy,Orange Punch,3/30/2014,11.8
616,Guantownta,Orange Punch,2/16/2014,8.74
617,MundeLogicLittle,Pacifier,4/19/2014,11.6
618,PlaySnoop,Left-handed Scissors,4/4/2014,4.59
619,Mmershpo,Krusty-Os,1/8/2014,10.26
620,Saiyanetho,Slingshot,3/25/2014,4.07
621,Selverac,Pacifier,3/8/2014,4.08
622,Hansgen,Flower Bouquet,3/6/2014,12.14
623,Chicatrisv,Saxophone Reed,2/9/2014,11.74
624,Noticeteat,Almond Milk,2/23/2014,6.25
625,Intincrol,Squishee,2/7/2014,11.82
626,Boardam,Flower Bouquet,1/26/2014,6.16
627,Pooleachou,Snow Plow,2/25/2014,5.72
628,Mintaliers,Almond Milk,1/6/2014,5.1
629,BabyPro,Krusty-Os,4/11/2014,9.53
630,ForlifeLittle,Left-handed Scissors,1/10/2014,7.68
631,Actuallywo,Krusty-Os,2/22/2014,10.94
632,Razualyser,Snow Plow,3/19/2014,8.42
633,LuvBleak,Snow Plow,4/6/2014,11.42
634,Okcupercl,Squishee,1/5/2014,6.41
635,MamaNice,Bowling Ball,2/7/2014,5.33
636,CutieSpecials,Pacifier,3/23/2014,11.72
637,Dustpla,Barley,3/14/2014,7.04
638,Mintaliers,Squishee,2/4/2014,6.74
639,Fallstaciom,Buzz Cola,3/28/2014,10.87
640,Deepnesca,Krusty-Os,2/21/2014,10.64
641,Rockeefl,Hot Dog,3/25/2014,8.8
642,Medyneph,Devil Donut,2/19/2014,11.49
643,HanShort,Snow Plow,1/12/2014,11.5
644,Laquield,Orange Punch,4/5/2014,3.32
645,FighterDiary,Flower Bouquet,1/7/2014,12.32
646,BingCheerup,Almond Milk,3/27/2014,4.01
647,HeavenNarrative,Slingshot,3/25/2014,6.46
648,HellUpdate,Almond Milk,3/9/2014,7.54
649,AboveRosa,Bowling Ball,3/24/2014,5.8
650,Intincrol,Almond Milk,3/20/2014,6
651,Advenopy,Buzz Cola,3/30/2014,11.25
652,Ollynden,Squishee,3/18/2014,4.84
653,Crandivx,Squishee,3/31/2014,5.64
654,Colictor,Slingshot,3/18/2014,12.42
655,PurpleShoes,Slingshot,1/29/2014,7.47
656,Holyncepha,Devil Donut,4/4/2014,7.72
657,CutieSpecials,Saxophone Reed,3/16/2014,12.09
658,Prophecyst,Hot Dog,1/24/2014,5.17
659,Ificoact,Barley,2/10/2014,4.18
660,Pooleachou,Bowling Ball,3/3/2014,4.99
661,Nicenterge,Slingshot,4/16/2014,10.12
662,Bevectican,Almond Milk,2/8/2014,4.8
663,GreyPlanet,Left-handed Scissors,1/22/2014,7.79
664,Palecto,Saxophone Reed,1/19/2014,9.95
665,Dolockar,Flower Bouquet,1/8/2014,6.89
666,Maxieldse,Left-handed Scissors,1/15/2014,10.96
667,Gerrics,Almond Milk,3/31/2014,11.71
668,GriffonReporter,Buzz Cola,2/16/2014,11.21
669,AutLess,Buzz Cola,1/3/2014,6.4
670,Mediaux,Flower Bouquet,4/29/2014,10.68
671,Prestigeye,Flower Bouquet,2/26/2014,7.51
672,SnoopyTimes,Left-handed Scissors,1/6/2014,4.32
673,Meadomark,Almond Milk,4/12/2014,6.42
674,Bradeluxie,Buzz Cola,4/19/2014,12.59
675,Buddyella,Barley,3/27/2014,12.92
676,Chilledet,Saxophone Reed,2/21/2014,11.14
677,CuriousStorm,Saxophone Reed,1/23/2014,7.93
678,Garnetter,Snow Plow,4/17/2014,8.95
679,Karield,Squishee,4/4/2014,4.04
680,IsYour,Bowling Ball,3/2/2014,12.52
681,Angelstage,Hot Dog,4/8/2014,8
682,AutLess,Almond Milk,2/2/2014,12.4
683,PiercePeach,Snow Plow,2/3/2014,4.3
684,BleakKid,Barley,2/27/2014,3.42
685,ArsenalTalk,Barley,4/6/2014,11.41
686,Japanos,Krusty-Os,2/1/2014,12.75
687,Intincrol,Hot Dog,4/14/2014,6.93
688,PrimeEye,Orange Punch,4/7/2014,8.57
689,Keeferr,Bowling Ball,3/28/2014,5.06
690,CheeseSunset,Snow Plow,2/2/2014,11.7
691,Muddlembler,Barley,4/26/2014,8.73
692,Hartlinkel,Orange Punch,3/27/2014,8.27
693,Jobbcoqu,Orange Punch,4/6/2014,4.28
694,Muddlembler,Barley,1/30/2014,6.38
695,HulkBlonde,Flower Bouquet,3/8/2014,11.8
696,Euphartn,Barley,3/7/2014,10.97
697,Candwire,Orange Punch,4/30/2014,6.75
698,Holyncepha,Flower Bouquet,3/3/2014,12.85
699,BristleSell,Bowling Ball,1/14/2014,8.69
700,Doblanepm,Snow Plow,2/26/2014,11.92
701,Ineschic,Snow Plow,3/22/2014,11.77
702,Equancoat,Saxophone Reed,3/1/2014,12.28
703,Bridgec,Barley,3/1/2014,6.71
704,BugsSlayr,Krusty-Os,1/4/2014,3.73
705,RightBeZeether,Devil Donut,3/17/2014,7.99
706,Ronquak,Pacifier,4/15/2014,3.52
707,Bullowerre,Orange Punch,3/26/2014,4.05
708,BleakKid,Krusty-Os,3/25/2014,5.7
709,FootballNot,Krusty-Os,1/20/2014,12.37
710,Fangossen,Left-handed Scissors,1/14/2014,3.42
711,Sheerlism,Barley,2/28/2014,9.77
712,Blesselud,Snow Plow,3/11/2014,5.61
713,Buckete,Snow Plow,1/10/2014,8.94
714,Feistybera,Pacifier,3/10/2014,4.29
715,Comiclengua,Bowling Ball,2/21/2014,10.42
716,Cuficel,Slingshot,1/15/2014,11
717,Remedios,Hot Dog,1/12/2014,11.39
718,AboutWise,Snow Plow,2/8/2014,11.71
719,Quotelyco,Devil Donut,3/15/2014,6.87
720,BlogVod,Flower Bouquet,1/15/2014,10.71
721,PrestigeGlossy,Orange Punch,2/5/2014,8.81
722,ShowHead,Hot Dog,1/11/2014,11.85
723,Saleurip,Flower Bouquet,3/17/2014,9.16
724,Dolockar,Almond Milk,4/12/2014,9.36
725,DayWishFear,Bowling Ball,3/16/2014,12.84
726,Forsyncer,Devil Donut,4/9/2014,12.26
727,GriffonReporter,Hot Dog,4/2/2014,8.56
728,Medyneph,Squishee,4/5/2014,4.87
729,EdgyStunna,Flower Bouquet,3/13/2014,8.97
730,Chilledet,Saxophone Reed,4/28/2014,6.84
731,Bevectican,Snow Plow,1/27/2014,7.47
732,Promsdeo,Saxophone Reed,1/26/2014,4.33
733,DigestTight,Devil Donut,4/7/2014,10.85
734,Guantorona,Left-handed Scissors,1/17/2014,5.06
735,ChonePitcher,Krusty-Os,1/1/2014,6.67
736,Chilledet,Left-handed Scissors,1/21/2014,5.87
737,Blikitbec,Hot Dog,4/14/2014,5.04
738,Laquield,Orange Punch,2/10/2014,11.2
739,Recipecide,Orange Punch,4/6/2014,9.89
740,PowerSomber,Snow Plow,4/13/2014,11.77
741,Apenguinda,Krusty-Os,1/15/2014,7.56
742,GurlyJinPersonal,Bowling Ball,1/16/2014,3.36
743,Grouptu,Bowling Ball,1/19/2014,3.26
744,Fernotele,Hot Dog,2/16/2014,10.62
745,Blesselud,Devil Donut,2/2/2014,8.68
746,GrabsWillows,Devil Donut,1/13/2014,10.46
747,Insideret,Krusty-Os,1/25/2014,11.32
748,Hectakent,Pacifier,1/4/2014,3.29
749,ChatSingFarer,Slingshot,2/23/2014,8.9
750,AboveRosa,Almond Milk,3/19/2014,12.9
751,HeraldEye,Pacifier,1/23/2014,6.2
752,KiddoAnhart,Left-handed Scissors,1/24/2014,12.82
753,Bishinve,Saxophone Reed,2/10/2014,10.46
754,AboutWise,Left-handed Scissors,2/1/2014,10.36
755,ChellTown,Barley,1/9/2014,8.7
756,GoldCrayon,Bowling Ball,1/18/2014,4.89
757,HenryGhoul,Krusty-Os,4/30/2014,11.01
758,Saleurip,Almond Milk,2/23/2014,6.65
759,FantasyXoxox,Orange Punch,1/19/2014,3.18
760,PattyFreezing,Squishee,3/23/2014,8.25
761,Shaticubed,Krusty-Os,2/4/2014,9.8
762,PrimeEye,Left-handed Scissors,1/31/2014,3.97
763,ListHaro,Left-handed Scissors,4/27/2014,10.13
764,HelloGrand,Buzz Cola,1/11/2014,7.59
765,Inesmari,Snow Plow,2/18/2014,8.34
766,Enturis,Left-handed Scissors,3/16/2014,10.25
767,Latinament,Saxophone Reed,3/3/2014,8.62
768,Isergoba,Bowling Ball,4/26/2014,11.96
769,RomanceNephew,Bowling Ball,3/13/2014,10.56
770,ArsenalTalk,Bowling Ball,1/4/2014,4.4
771,Ollynden,Barley,1/18/2014,7.73
772,HulkDiagonal,Barley,3/27/2014,6.91
773,Rock4me,Flower Bouquet,4/15/2014,7.39
774,Rincent,Pacifier,4/28/2014,11.29
775,NekoAngelic,Devil Donut,4/21/2014,5.38
776,Farercashop,Pacifier,3/6/2014,12.1
777,PartyGotInspiring,Slingshot,1/15/2014,7.19
778,Animorror,Barley,1/20/2014,7.29
779,Doblanepm,Devil Donut,2/6/2014,9.84
780,ForlifeLittle,Barley,4/16/2014,4.96
781,Pooleachou,Pacifier,1/1/2014,9.13
782,Enturis,Saxophone Reed,1/7/2014,6.74
783,HomeySchool,Almond Milk,1/16/2014,12.88
784,PrimeEye,Slingshot,2/23/2014,8.04
785,Palecto,Hot Dog,4/21/2014,8.53
786,BuffyArsenal,Hot Dog,1/15/2014,8.18
787,Mdogglectus,Hot Dog,1/27/2014,11.03
788,Lacegere,Snow Plow,1/22/2014,8.5
789,JournalKnot,Snow Plow,2/24/2014,7.46
790,PartyBright,Almond Milk,2/28/2014,4.97
791,Insideally,Bowling Ball,4/21/2014,3.96
792,Nioneenf,Orange Punch,4/14/2014,4.3
793,Mithelle,Pacifier,2/21/2014,9.53
794,Ensererry,Hot Dog,3/13/2014,3.1
795,Shualich,Krusty-Os,1/6/2014,3.04
796,EyesWaveWaka,Slingshot,2/12/2014,4.56
797,Bradeluxie,Krusty-Os,3/7/2014,8.06
798,Cardroug,Snow Plow,3/10/2014,12.79
799,Heaticel,Flower Bouquet,1/17/2014,4.42
800,Nozyforbox,Devil Donut,2/17/2014,9.4
801,Caperlexe,Saxophone Reed,2/7/2014,6.9
802,PartyGotInspiring,Barley,1/1/2014,3.64
803,Karield,Krusty-Os,3/21/2014,9.13
804,PopularTwinkle,Almond Milk,1/23/2014,10.47
805,Mudsalib,Devil Donut,3/15/2014,9.39
806,Gamedirsil,Left-handed Scissors,3/24/2014,8.78
807,Lacegere,Almond Milk,1/12/2014,9.71
808,Intincrol,Bowling Ball,4/4/2014,4.28
809,LiveStargal,Pacifier,2/19/2014,3.13
810,OneHelp,Slingshot,2/19/2014,4.71
811,Inaching,Orange Punch,4/3/2014,4.52
812,HeavenNarrative,Pacifier,1/10/2014,8.47
813,Cimballe,Krusty-Os,2/9/2014,4.39
814,JimForlife,Almond Milk,1/11/2014,10.74
815,SnoopyTimes,Flower Bouquet,4/4/2014,10.72
816,Palecto,Buzz Cola,2/8/2014,8.18
817,Blognasona,Bowling Ball,2/7/2014,6.66
818,Mazdobatu,Left-handed Scissors,3/1/2014,7.87
819,Loverabbit,Squishee,3/10/2014,6.85
820,HanShort,Bowling Ball,1/8/2014,8.72
821,Solidlynnet,Devil Donut,2/19/2014,10.74
822,Pistarynx,Almond Milk,2/14/2014,5.1
823,Farercashop,Devil Donut,4/24/2014,5.78
824,FunkyFreexRing,Pacifier,2/15/2014,10.7
825,NoticeSports,Squishee,1/21/2014,4.43
826,HanShort,Slingshot,2/5/2014,6.89
827,BlueDev,Flower Bouquet,3/1/2014,6.71
828,Posamne,Almond Milk,1/10/2014,3.51
829,AutLess,Flower Bouquet,3/16/2014,12.77
830,Equancoat,Snow Plow,4/24/2014,5.7
831,Horrayerex,Buzz Cola,2/5/2014,12.8
832,NozyGiga,Devil Donut,3/14/2014,5.93
833,BabyPro,Saxophone Reed,4/20/2014,8.4
834,BoaFairy,Bowling Ball,2/6/2014,11.08
835,Guantorona,Krusty-Os,2/12/2014,11.66
836,Devonalchem,Hot Dog,3/31/2014,3.29
837,NotePuff,Bowling Ball,4/4/2014,10.25
838,Advenopy,Devil Donut,2/15/2014,4.33
839,MamaNice,Snow Plow,4/21/2014,5.33
840,Heaticel,Squishee,4/24/2014,12.86
841,RatHunterCrescent,Orange Punch,4/21/2014,6.87
842,Facerust,Barley,2/15/2014,10.67
843,BrainyZollo,Slingshot,3/29/2014,9.83
844,BrainyZollo,Pacifier,3/14/2014,4.32
845,Notusetti,Snow Plow,3/24/2014,3.08
846,Enlisher,Buzz Cola,1/16/2014,3.41
847,BauerPure,Pacifier,3/22/2014,9.71
848,Networker,Snow Plow,3/15/2014,6.75
849,ArsenalTalk,Hot Dog,1/27/2014,9.85
850,Inaching,Left-handed Scissors,1/27/2014,11.11
851,ApenguinInca,Snow Plow,3/12/2014,11.3
852,LuvBleak,Barley,3/23/2014,3.34
853,Deepnesca,Buzz Cola,1/31/2014,9.05
854,Okcupercl,Barley,3/3/2014,10.64
855,ListHaro,Pacifier,1/27/2014,12.87
856,Flakergo,Snow Plow,3/19/2014,10.51
857,ManiakSaber,Buzz Cola,3/7/2014,6.89
858,Adsmanda,Flower Bouquet,1/28/2014,4.99
859,Gerystat,Barley,2/17/2014,9.79
860,BuffyArsenal,Barley,1/28/2014,6.95
861,Buddyella,Bowling Ball,4/11/2014,5.12
862,NoticeSports,Hot Dog,2/27/2014,6.48
863,Greentgro,Buzz Cola,4/18/2014,5.79
864,Expeline,Krusty-Os,4/8/2014,8.77
865,HelloGrand,Squishee,2/12/2014,10.63
866,Richisulse,Barley,3/21/2014,7.71
867,Eurinewh,Pacifier,2/17/2014,9.77
868,Hanglober,Bowling Ball,3/21/2014,8.19
869,PattyFreezing,Slingshot,4/20/2014,9.33
870,Bishinve,Snow Plow,4/16/2014,11.17
871,DeckTruck,Barley,1/4/2014,6.28
872,Fernotele,Saxophone Reed,4/23/2014,7.75
873,Nepheworma,Flower Bouquet,1/9/2014,5.31
874,Bizarrestan,Squishee,4/27/2014,7.45
875,Earthamackb,Saxophone Reed,4/16/2014,8.72
876,Pathours,Orange Punch,1/30/2014,4.96
877,Footballee,Devil Donut,4/27/2014,9.17
878,Equancoat,Orange Punch,4/22/2014,9.87
879,Fangossen,Devil Donut,1/20/2014,12.87
880,InloveDiary,Saxophone Reed,1/17/2014,11.83
881,HeheBraceFizz,Almond Milk,1/19/2014,6.34
882,AnnouncerNephew,Hot Dog,2/7/2014,9.72
883,Docunche,Left-handed Scissors,1/31/2014,3.74
884,Portmare,Orange Punch,4/12/2014,12.55
885,GurlyJinPersonal,Snow Plow,1/8/2014,5.1
886,BugsSlayr,Left-handed Scissors,3/6/2014,7.32
887,PeatearHiro,Bowling Ball,2/14/2014,11.04
888,Gambitches,Bowling Ball,4/18/2014,9.97
889,Pooleachou,Pacifier,2/14/2014,5.71
890,BizarrePinch,Left-handed Scissors,3/6/2014,10.97
891,Emachere,Squishee,3/16/2014,4.54
892,Diaryptor,Krusty-Os,3/22/2014,9.41
893,Ificoact,Buzz Cola,4/22/2014,8.55
894,Pathours,Squishee,2/22/2014,9.89
895,Funnynanome,Orange Punch,4/24/2014,7.88
896,Insideret,Orange Punch,2/4/2014,12.8
897,Angelstage,Orange Punch,4/26/2014,9.9
898,AboveRosa,Hot Dog,2/21/2014,4.59
899,Firstrous,Devil Donut,1/29/2014,3.92
900,Alcheri,Almond Milk,2/9/2014,3.94
901,Ronquak,Snow Plow,4/26/2014,10.57
902,MatrixAmerica,Buzz Cola,1/1/2014,6.42
903,Adminte,Bowling Ball,3/4/2014,8.47
904,Kenkatani,Devil Donut,1/12/2014,11.64
905,Farercashop,Pacifier,4/8/2014,7.71
906,Farercashop,Hot Dog,1/9/2014,3.1
907,Nozyforbox,Buzz Cola,1/29/2014,11.96
908,Nediumpm,Squishee,2/17/2014,7.25
909,RomanceNephew,Hot Dog,2/24/2014,6.44
910,Deepnesca,Left-handed Scissors,4/2/2014,7.26
911,Bingovence,Orange Punch,4/25/2014,9.34
912,Firectored,Pacifier,2/12/2014,10.89
913,Goldenbrae,Hot Dog,4/12/2014,11.84
914,Comiclengua,Buzz Cola,4/14/2014,12.9
915,BWitheard,Flower Bouquet,2/6/2014,3.85
916,Perustima,Squishee,4/25/2014,7.76
917,Footballee,Saxophone Reed,1/24/2014,7.82
918,Remedios,Buzz Cola,3/16/2014,9.54
919,Hartlinkel,Devil Donut,3/16/2014,10.62
920,Momjudebi,Saxophone Reed,1/20/2014,3.66
921,Firectored,Barley,3/19/2014,7.58
922,Papertica,Barley,1/17/2014,9.8
923,Interca,Almond Milk,3/29/2014,4.32
924,Saiyanetho,Snow Plow,2/14/2014,6.83
925,Kampenta,Krusty-Os,2/20/2014,11.22
926,Acme,Orange Punch,1/19/2014,4.91
927,Donaldenes,Snow Plow,3/13/2014,11.87
928,NumeroTroik,Buzz Cola,1/1/2014,5.34
929,Propence,Hot Dog,2/17/2014,11.38
930,Authorksto,Flower Bouquet,3/24/2014,8.54
931,Precappl,Almond Milk,2/14/2014,4.78
932,FighterDiary,Flower Bouquet,2/4/2014,11.39
933,Careampa,Slingshot,1/26/2014,10.81
934,Noticeteat,Barley,3/10/2014,12.12
935,Gerystat,Krusty-Os,2/9/2014,12.13
936,Kalamicvi,Left-handed Scissors,3/9/2014,11.55
937,Alessata,Krusty-Os,4/29/2014,5.01
938,Bothybarosa,Hot Dog,3/15/2014,12.5
939,Staressa,Almond Milk,2/24/2014,12.44
940,Bishinve,Barley,3/25/2014,7.12
941,Guantownta,Krusty-Os,3/2/2014,7.03
942,Buddyella,Left-handed Scissors,4/4/2014,3.11
943,HenryGhoul,Krusty-Os,2/28/2014,9.89
944,Outsourif,Bowling Ball,1/26/2014,11.65
945,FantasticMessages,Saxophone Reed,4/17/2014,10.77
946,AlphaRpg,Almond Milk,3/17/2014,6.51
947,Eapperpl,Almond Milk,1/5/2014,7.14
948,Fernotele,Devil Donut,2/16/2014,10.89
949,Meadomark,Flower Bouquet,4/9/2014,4.07
950,NeoSing,Bowling Ball,2/25/2014,10.48
951,Chontron,Buzz Cola,1/28/2014,4.73
952,Mediantam,Slingshot,3/14/2014,5.42
953,Nepheworma,Devil Donut,3/10/2014,3.96
954,HulkDiagonal,Hot Dog,1/16/2014,4.57
955,AlphaRpg,Buzz Cola,4/12/2014,9.35
956,Hubersi,Left-handed Scissors,4/1/2014,7.97
957,Conspiracy,Devil Donut,3/30/2014,8.64
958,DudeCozy,Krusty-Os,3/15/2014,12.58
959,Pathbaud,Buzz Cola,3/26/2014,9.59
960,Headlines,Saxophone Reed,2/1/2014,5.69
961,Boardam,Saxophone Reed,1/6/2014,6.1
962,Sigands,Left-handed Scissors,3/12/2014,6.88
963,Mdogglectus,Almond Milk,1/8/2014,6.08
964,Gambitches,Orange Punch,1/21/2014,11.03
965,ChellTown,Saxophone Reed,2/28/2014,9.43
966,NeoSing,Flower Bouquet,3/5/2014,12.76
967,Nicenterge,Krusty-Os,3/1/2014,6.36
968,BauerPure,Buzz Cola,1/22/2014,8.06
969,Advenopy,Flower Bouquet,1/14/2014,11.9
970,Parkettsto,Buzz Cola,2/21/2014,6.15
971,PlaySnoop,Orange Punch,1/12/2014,3.75
972,Inktonu,Buzz Cola,4/10/2014,3.4
973,Janionon,Barley,2/6/2014,8.9
974,Bishinve,Buzz Cola,3/30/2014,4.66
975,Stargalta,Bowling Ball,1/29/2014,7.84
976,Dolockar,Orange Punch,1/4/2014,5.4
977,HeraldIsSimple,Buzz Cola,3/4/2014,10.73
978,Chiaritail,Left-handed Scissors,4/13/2014,11.41
979,Masonomou,Squishee,3/31/2014,6.31
980,Hopercomni,Left-handed Scissors,3/2/2014,10
981,Mudsalib,Barley,2/22/2014,8.99
982,Ennectur,Devil Donut,4/23/2014,8.72
983,Isergoba,Krusty-Os,3/5/2014,6.15
984,PrestigeGlossy,Bowling Ball,2/17/2014,5.6
985,Anospeak,Devil Donut,2/21/2014,3.47
986,Bothybarosa,Krusty-Os,1/15/2014,11.07
987,Prophecyst,Barley,1/19/2014,11.59
988,Dickader,Almond Milk,4/19/2014,5.82
989,Lentelty,Hot Dog,3/24/2014,4.39
990,Expeline,Left-handed Scissors,2/6/2014,11.14
991,Gladples,Orange Punch,2/13/2014,4.24
992,Grinfous,Saxophone Reed,3/31/2014,4.66
993,Garnetter,Almond Milk,3/12/2014,6.78
994,BoaFairy,Hot Dog,3/27/2014,6.8
995,HeavenNarrative,Pacifier,1/30/2014,4
996,ExpertWitch,Slingshot,1/29/2014,6.9
997,Papertica,Hot Dog,1/8/2014,12.51
998,Divisional,Saxophone Reed,4/19/2014,4.76
999,Recipecide,Devil Donut,1/20/2014,3.04
1000,NearlyAce,Snow Plow,2/2/2014,9.19
1001,Ificoact,Slingshot,3/29/2014,7.21
1002,BeHeadline,Left-handed Scissors,4/13/2014,4.01
1003,ShangVengeance,Slingshot,3/11/2014,11.98
1004,Isergoba,Krusty-Os,3/16/2014,3.36
1005,Hansgen,Saxophone Reed,4/24/2014,9.66
1006,Cardroug,Pacifier,4/14/2014,9.69
1007,Intendscr,Slingshot,3/13/2014,6.74
1008,PlentyBago,Hot Dog,1/15/2014,11.57
1009,LogFly,Flower Bouquet,2/4/2014,3.52
1010,Pedabrsel,Krusty-Os,3/13/2014,11.06
1011,Puppygman,Slingshot,3/13/2014,3.1
1012,AboveRosa,Pacifier,2/3/2014,6.85
1013,Chiaritail,Almond Milk,2/3/2014,3.7
1014,Razualyser,Saxophone Reed,1/31/2014,3.62
1015,Guantownta,Saxophone Reed,3/25/2014,7.6
1016,Bloggerer,Left-handed Scissors,2/1/2014,3.96
1017,Bozicalyste,Buzz Cola,3/20/2014,12.8
1018,Cognizant Technology Solutions,Flower Bouquet,4/3/2014,11.7
1019,Intincrospr,Left-handed Scissors,4/21/2014,10.1
1020,Gerystat,Orange Punch,1/4/2014,12.05
1021,Eurinewh,Devil Donut,2/13/2014,5.62
1022,Hotsper,Pacifier,4/23/2014,5.72
1023,ChiriShabby,Bowling Ball,1/5/2014,9.26
1024,PartyBright,Pacifier,2/3/2014,9.94
1025,Formerva,Pacifier,2/22/2014,3.68
1026,BristleSell,Almond Milk,1/28/2014,4.28
1027,Bloodiell,Pacifier,1/28/2014,3.37
1028,Ronquak,Almond Milk,1/14/2014,10.44
1029,Solidlynnet,Krusty-Os,3/25/2014,6.03
1030,Fallstaciom,Orange Punch,2/6/2014,3.19
1031,EnjoyUnow,Snow Plow,4/8/2014,12.54
1032,BWitheard,Devil Donut,2/12/2014,3.02
1033,RomanceNephew,Pacifier,2/2/2014,9.32
1034,ListHaro,Snow Plow,2/12/2014,9.41
1035,Anhartzimm,Barley,2/1/2014,5.46
1036,Headlines,Devil Donut,1/4/2014,10.66
1037,Clownwean,Squishee,1/10/2014,12.51
1038,Ripplayer,Squishee,4/16/2014,11.01
