Account,Product,Period,Price
MatrixAmerica,Krusty-Os,2/24/2014,7.80
Kalamicvi,Krusty-Os,2/17/2014,9.11
Muddlembler,Devil Donut,4/12/2014,8.81
DudeCakeGrabs,Saxophone Reed,1/8/2014,4.59
PlentyBago,Left-handed Scissors,1/23/2014,8.22
HulkDiagonal,Devil Donut,1/25/2014,11.85
Rock4me,Barley,4/27/2014,5.59
Formerva,Left-handed Scissors,4/2/2014,6.10
LatestPeach,Pacifier,1/2/2014,11.26
CuriousStorm,Bowling Ball,1/23/2014,3.86
Buddyella,Snow Plow,1/2/2014,8.22
ShowHead,Left-handed Scissors,1/28/2014,3.65
Janionon,Left-handed Scissors,3/29/2014,11.39
Greentgro,Orange Punch,1/28/2014,11.36
Gambitches,Almond Milk,3/24/2014,11.90
LogFly,Almond Milk,1/1/2014,6.86
Puppygman,Almond Milk,3/29/2014,3.40
HellUpdate,Buzz Cola,2/6/2014,11.37
Bitfobaas,Flower Bouquet,2/2/2014,8.73
BristleSell,Pacifier,3/27/2014,9.56
Clownwean,Orange Punch,3/9/2014,12.13
HulkBlonde,Hot Dog,2/24/2014,3.52
Rincent,Buzz Cola,2/20/2014,4.50
Enlisher,Almond Milk,3/19/2014,4.08
Reenaca,Barley,3/19/2014,7.59
Jobbcoqu,Squishee,1/21/2014,12.51
Propence,Saxophone Reed,4/20/2014,7.71
ChiAra,Buzz Cola,4/20/2014,10.20
Richisulse,Almond Milk,2/24/2014,8.10
ChellTown,Devil Donut,2/24/2014,7.78
Sigands,Orange Punch,4/10/2014,7.70
Elatake,Pacifier,2/13/2014,8.00
DigestTight,Krusty-Os,3/9/2014,9.33
LogFly,Krusty-Os,2/16/2014,8.64
Bozicalyste,Squishee,3/18/2014,10.48
Stargalta,Left-handed Scissors,3/3/2014,10.71
IcyEye,Snow Plow,1/8/2014,6.11
MagazineMercy,Flower Bouquet,1/15/2014,11.22
Screenary,Snow Plow,4/5/2014,11.22
Fernotele,Left-handed Scissors,2/15/2014,7.77
Indileon,Bowling Ball,4/15/2014,5.26
Pinchrine,Buzz Cola,1/31/2014,3.37
Indileon,Squishee,1/13/2014,9.15
NotBase,Pacifier,1/30/2014,12.95
Poshytess,Orange Punch,3/21/2014,7.66
Greentgro,Flower Bouquet,4/17/2014,11.16
DayWishFear,Slingshot,1/10/2014,5.36
Muddlembler,Almond Milk,4/12/2014,9.16
Insideally,Pacifier,3/31/2014,9.74
Guantorona,Almond Milk,1/21/2014,9.88
Kampenta,Buzz Cola,3/23/2014,8.58
Pyranka,Barley,4/19/2014,7.93
Nediumpm,Flower Bouquet,2/3/2014,4.00
NoticeSports,Bowling Ball,1/22/2014,5.41
Caperlexe,Krusty-Os,3/14/2014,4.65
Mudsalib,Pacifier,3/16/2014,6.98
HomeySchool,Flower Bouquet,1/1/2014,12.39
Footballee,Saxophone Reed,1/3/2014,3.67
Nediumpm,Squishee,4/4/2014,10.45
Janionon,Orange Punch,4/30/2014,9.12
LaxrWord,Snow Plow,4/27/2014,4.10
Buddyanaphe,Left-handed Scissors,1/18/2014,7.67
JunkyZest,Saxophone Reed,3/31/2014,3.55
Muddlembler,Pacifier,2/6/2014,6.73
Chilledet,Saxophone Reed,2/19/2014,6.66
Eurinewh,Almond Milk,4/4/2014,11.77
GuyPhia,Hot Dog,4/24/2014,9.90
HenryGhoul,Hot Dog,4/4/2014,4.00
Pooleachou,Bowling Ball,3/24/2014,11.54
PartyBright,Bowling Ball,3/7/2014,5.06
Poshytess,Devil Donut,3/7/2014,5.51
Authorksto,Orange Punch,3/9/2014,5.46
Pinchoint,Saxophone Reed,3/13/2014,8.22
Expeline,Flower Bouquet,2/2/2014,7.86
Crawlergy,Orange Punch,3/19/2014,7.65
Lodingee,Pacifier,4/19/2014,11.17
BWitheard,Devil Donut,2/9/2014,11.18
Bizarrestan,Slingshot,3/28/2014,6.83
Firectored,Bowling Ball,3/10/2014,10.40
Fangossen,Barley,1/16/2014,11.21
Footballee,Hot Dog,2/26/2014,9.66
Enzapper,Barley,2/12/2014,7.25
Shaticubed,Barley,3/7/2014,11.14
NearlyAce,Orange Punch,4/14/2014,6.43
Avanscran,Flower Bouquet,3/27/2014,8.88
HelloGrand,Krusty-Os,2/25/2014,12.99
Mundelise,Almond Milk,4/28/2014,6.78
Footballee,Slingshot,3/23/2014,5.31
Cordlets,Hot Dog,1/12/2014,11.94
Japanos,Slingshot,2/17/2014,12.72
Bridgec,Saxophone Reed,4/4/2014,11.84
Mundelise,Buzz Cola,2/22/2014,10.50
Outsourif,Left-handed Scissors,4/18/2014,10.92
Bothybarosa,Snow Plow,2/15/2014,4.69
BizarrePinch,Bowling Ball,3/4/2014,5.33
BleakKid,Left-handed Scissors,2/18/2014,3.82
BWitheard,Hot Dog,2/4/2014,7.96
Gerrics,Pacifier,4/2/2014,9.21
AttractiveSizzlin,Slingshot,1/16/2014,12.09
Hjaltinre,Left-handed Scissors,2/4/2014,7.14
BearDigestAir,Pacifier,1/18/2014,5.13
FootballNot,Slingshot,1/9/2014,12.83
Scarypticew,Slingshot,2/5/2014,12.61
Intendscr,Barley,1/24/2014,12.60
PowerSomber,Flower Bouquet,2/6/2014,9.24
Perfeho,Snow Plow,4/15/2014,9.39
PattyFreezing,Slingshot,3/3/2014,7.87
NearlyAce,Buzz Cola,2/27/2014,10.08
NekoAngelic,Devil Donut,4/1/2014,5.28
Mithelle,Bowling Ball,2/25/2014,8.29
Precappl,Bowling Ball,4/8/2014,12.50
Euphartn,Bowling Ball,4/25/2014,5.25
Bryankpi,Barley,1/7/2014,8.12
Buddyanaphe,Flower Bouquet,1/20/2014,8.90
Cimballe,Orange Punch,1/20/2014,6.36
JungPeakTrimble,Devil Donut,1/31/2014,5.77
Pinchrine,Saxophone Reed,1/30/2014,9.76
BearDigestAir,Almond Milk,2/5/2014,11.97
Rainbower,Krusty-Os,1/18/2014,5.20
Guantownta,Slingshot,4/28/2014,8.59
Rushtumm,Orange Punch,4/16/2014,12.28
Downpomsto,Krusty-Os,1/1/2014,8.94
Grundyneti,Almond Milk,4/1/2014,12.83
Jobbcoqu,Buzz Cola,1/31/2014,10.51
Hartlinkel,Krusty-Os,4/27/2014,9.60
Daranter,Bowling Ball,4/30/2014,10.57
Fallstaciom,Hot Dog,3/20/2014,8.57
BurntFear,Pacifier,1/9/2014,7.23
Countryboat,Krusty-Os,4/17/2014,11.99
Meadomark,Hot Dog,3/3/2014,4.81
GurlyJinPersonal,Almond Milk,1/7/2014,6.89
Buckete,Almond Milk,2/7/2014,11.39
EnjoyUnow,Devil Donut,3/27/2014,7.55
NekoAngelic,Hot Dog,1/30/2014,7.60
Cymonovato,Flower Bouquet,3/20/2014,12.76
DudeCakeGrabs,Almond Milk,4/29/2014,4.79
Mediantam,Snow Plow,1/26/2014,6.07
BeHeadline,Slingshot,2/2/2014,12.31
Nioneenf,Almond Milk,1/16/2014,6.72
Blesselud,Krusty-Os,4/1/2014,5.34
Collerer,Orange Punch,1/6/2014,10.94
BristleSell,Orange Punch,3/11/2014,6.32
Bedsoft,Devil Donut,2/11/2014,3.14
Collerer,Barley,3/7/2014,6.65
LuvBleak,Snow Plow,1/28/2014,6.92
LilCrown2free,Devil Donut,3/9/2014,4.05
Bevectican,Buzz Cola,1/12/2014,5.54
Hansgen,Bowling Ball,3/9/2014,8.16
OneHelp,Krusty-Os,1/9/2014,10.56
Enerpeop,Snow Plow,4/16/2014,12.66
AlphaRpg,Saxophone Reed,4/17/2014,8.63
PartyRoachMessage,Slingshot,4/19/2014,8.47
LuvBleak,Barley,4/29/2014,3.38
DressySweetie,Flower Bouquet,2/1/2014,4.64
Perfeho,Orange Punch,2/23/2014,9.22
Pistarynx,Buzz Cola,3/22/2014,10.77
MatterSimply,Saxophone Reed,1/29/2014,3.13
BauerCheese,Almond Milk,3/22/2014,5.14
Lukeythmed,Orange Punch,1/31/2014,3.24
Screenary,Buzz Cola,3/18/2014,11.68
Caperlexe,Devil Donut,3/7/2014,9.90
CzarCandyPool,Krusty-Os,1/13/2014,8.67
Palecto,Almond Milk,1/16/2014,6.30
Nanosill,Snow Plow,4/2/2014,5.69
Bevectican,Squishee,3/5/2014,3.40
Acidyles,Buzz Cola,1/21/2014,10.25
Rainbower,Snow Plow,4/24/2014,7.55
LuvBleak,Devil Donut,2/10/2014,9.54
Genusting,Bowling Ball,3/18/2014,6.69
Expeline,Saxophone Reed,2/4/2014,8.61
BristleSell,Slingshot,1/12/2014,3.03
Lyndatage,Krusty-Os,3/22/2014,3.81
BearDigestAir,Almond Milk,2/2/2014,5.49
Crawlerra,Flower Bouquet,3/22/2014,7.53
Fairliso,Krusty-Os,1/30/2014,8.37
GoldCrayon,Saxophone Reed,1/20/2014,10.26
JungPeakTrimble,Snow Plow,4/18/2014,6.72
Genusting,Almond Milk,1/20/2014,12.58
BiggExotic,Pacifier,3/12/2014,8.31
MatrixAmerica,Snow Plow,2/18/2014,9.09
BauerCheese,Krusty-Os,4/28/2014,12.61
ManiakSaber,Krusty-Os,2/16/2014,5.50
Doblanepm,Flower Bouquet,1/27/2014,3.32
Helmedare,Krusty-Os,2/1/2014,12.48
Mithelle,Saxophone Reed,3/13/2014,12.33
Bedsoft,Flower Bouquet,3/19/2014,7.76
NekoAngelic,Squishee,3/19/2014,5.69
Hockeywork,Barley,3/1/2014,7.00
Cymonovato,Saxophone Reed,2/26/2014,3.81
GoldTarget,Flower Bouquet,1/31/2014,3.39
Nediumpm,Flower Bouquet,1/7/2014,7.48
Quotelyco,Buzz Cola,1/19/2014,9.96
Guantownta,Flower Bouquet,2/1/2014,10.58
Bluestique,Left-handed Scissors,3/4/2014,12.02
GinoWillows,Hot Dog,1/4/2014,12.54
Global Media,Orange Punch,4/4/2014,4.70
Cardroug,Slingshot,3/2/2014,5.46
Masonomou,Flower Bouquet,4/1/2014,10.11
Cognizant Technology Solutions,Flower Bouquet,2/27/2014,6.79
Lettervest,Buzz Cola,3/15/2014,12.22
ChonePitcher,Barley,2/18/2014,7.44
Rincent,Krusty-Os,4/1/2014,5.60
ForlifeLittle,Saxophone Reed,1/13/2014,4.93
Proudonnati,Almond Milk,2/26/2014,12.23
Gerrics,Snow Plow,3/20/2014,6.83
Fallsbergen,Hot Dog,2/28/2014,9.96
GuyFarerCake,Barley,3/9/2014,10.41
Bulletinte,Slingshot,3/7/2014,3.77
MamaNice,Saxophone Reed,1/31/2014,7.38
Ladynallik,Orange Punch,2/19/2014,5.38
Animorror,Snow Plow,3/24/2014,9.20
GrabsWillows,Krusty-Os,1/25/2014,7.21
Flakergo,Slingshot,2/4/2014,11.89
Crownettele,Snow Plow,4/7/2014,9.37
Glamouroy,Saxophone Reed,2/13/2014,4.12
Lentelty,Devil Donut,1/5/2014,11.94
Feathmind,Buzz Cola,1/19/2014,12.22
Portmare,Almond Milk,2/23/2014,11.44
Bradelextr,Saxophone Reed,3/9/2014,4.65
ShangVengeance,Devil Donut,3/19/2014,7.13
FootballNot,Flower Bouquet,2/4/2014,7.12
Divisional,Saxophone Reed,4/9/2014,7.93
Fallsbergen,Left-handed Scissors,3/9/2014,11.97
AttractiveSizzlin,Flower Bouquet,1/14/2014,6.97
Namedstore,Bowling Ball,1/25/2014,5.71
PlaySnoop,Pacifier,4/10/2014,5.20
Boardam,Barley,1/12/2014,7.43
Bevectican,Saxophone Reed,2/20/2014,8.32
DayWishFear,Orange Punch,4/9/2014,8.00
Crownettele,Barley,4/22/2014,6.59
Mmershpo,Krusty-Os,1/30/2014,6.61
BeHeadline,Saxophone Reed,4/19/2014,4.91
PrimeEye,Flower Bouquet,2/3/2014,5.46
Palecto,Buzz Cola,4/9/2014,4.59
Bitfobaas,Krusty-Os,1/5/2014,5.08
MinyOlympic,Almond Milk,3/6/2014,9.03
ArsenalTalk,Hot Dog,2/16/2014,5.16
AboveRosa,Devil Donut,4/16/2014,5.87
BabyPro,Devil Donut,1/15/2014,6.06
Doblanepm,Snow Plow,4/23/2014,7.85
ArsenalKino,Orange Punch,1/27/2014,5.18
Rincent,Hot Dog,1/11/2014,11.24
Intendscr,Slingshot,2/21/2014,10.89
AnnouncerNephew,Left-handed Scissors,2/2/2014,9.19
Caperlexe,Almond Milk,3/17/2014,3.16
Mediantam,Hot Dog,2/2/2014,4.88
Lithornet,Snow Plow,4/12/2014,11.22
HomeySchool,Bowling Ball,1/27/2014,5.09
Maxieldse,Saxophone Reed,2/12/2014,9.08
Ificoact,Buzz Cola,1/18/2014,5.48
Mowerpatste,Almond Milk,1/28/2014,12.48
PopularTwinkle,Squishee,2/27/2014,9.07
NozyGiga,Left-handed Scissors,1/31/2014,3.92
PurpleShoes,Hot Dog,1/1/2014,12.40
Audivinq,Slingshot,3/31/2014,4.47
Finaldelu,Bowling Ball,2/1/2014,6.07
IteTabloid,Devil Donut,2/10/2014,12.22
Pariserlo,Flower Bouquet,4/20/2014,4.83
